country,name,type
United Kingdom,University of Wales Press,Publishers / Comprehensive Publishing
United Kingdom,Pembrokeshire Life Magazine,Publishers / Lifestyle Publishing
United Kingdom,Alun Books,Publishers / Literature Publishing
United Kingdom,Usborne Books,Publishers / Children's Publishing
United Kingdom,Parthian Books,Publishers / Comprehensive Publishing
United Kingdom,Dimond Press,Publishers
Colombia,Legis Editores,Publishers
Switzerland,Appenzeller Verlag,Publishers
Switzerland,"Kunst&Buch, Steffan Biffiger",Publishers / Culture & Art Publishing
Japan,グラフィック社,Publishers / Children's Publishing
China,湖南文艺出版社,Publishers / Literature Publishing
Italy,Cafoscarina,Publishers
Russia,"Издательство ""Азбука""",Publishers / Comprehensive Publishing
Japan,株式会社　柘植書房,Publishers / Comprehensive Publishing
Japan,株式会社　展望社,Publishers / Social Science Publishing
Japan,株式会社 築地書館,Publishers / Social Science Publishing
France,IMAGO,Publishers / Comprehensive Publishing
Germany,Garbe Verlag,Publishers / Comics Publishing
France,JACQUES CANETTI PRODUCTIONS,Publishers / Comprehensive Publishing
France,JAGUAR (EDITIONS DU),Publishers / Comprehensive Publishing
Spain,Bartleby Editores,Publishers / Literature Publishing
Russia,Издательство «Белый город»,Publishers / Literature Publishing
Spain,Ediciones Babylon,Publishers / Comprehensive Publishing
China,百花文艺出版社,Publishers
China,云南教育出版社,Publishers / Textbook Publishing
China,湖南少年儿童出版社,Publishers / Children's Publishing
Germany,Lappan Verlag,Publishers / Children's Publishing
Russia,Издательство ЕВРАЗИЯ,Publishers / Comprehensive Publishing
France,La Table Ronde,Publishers
China,北京大学出版社,Publishers
China,语言大学出版社,Publishers
Germany,Richard Boorberg Verlag,Publishers / Literature Publishing
Germany,spirale.verlag,Publishers / Comprehensive Publishing
Japan,株式会社 八朔社,Publishers / Economic & Financial Publishing
Japan,日本工業出版株式会社,Publishers / Scholarly Publishing
"Taiwan, China",稻田出版有限公司,Publishers
Thailand,YM Creative Group Limited,Publishers / Children's Publishing
Thailand,YM Creative Group Limited,Publishers / Children's Publishing
China,华夏出版社,Publishers / Comprehensive Publishing
China,武汉出版社,Publishers / Comprehensive Publishing
China,吉林科学技术出版社,Publishers / Lifestyle Publishing
China,天津人民出版社,Publishers
China,天津人民出版社,Publishers
China,中国纺织出版社工商管理图书分社,Publishers
China,天地出版社,Publishers
China,北京书叶文化发展有限公司,Publishers
China,外语教学与研究出版社,Publishers
China,人民体育出版社,Publishers
Japan,(株)一粒社,Publishers
Germany,Dix Verlag & PR,Publishers / Children's Publishing
Germany,Boje Verlag,Publishers / Comprehensive Publishing
Australia,Ford Street Publishing,Publishers
Canada,Nimbus Publishing,Publishers / Literature Publishing
Japan,有限会社　科学評論社,Publishers
"Taiwan, China",台灣東華書局股份有限公司,Publishers
"Taiwan, China",時報文化出版企業股份有限公司,Publishers
"Taiwan, China",联经出版事业股份有限公司,Publishers
"Taiwan, China",行人文化實驗室,Publishers
Russia,Издательство «РИПОЛ классик»,Publishers / Comprehensive Publishing
China,新榕创意,Publishers
France,Robert Laffont,Publishers
United States,Big Earth Publishing,Publishers / Comprehensive Publishing
United States,Momentum Press,Publishers
United Kingdom,Transatlantic Publishers Group Ltd.,Publishers
Switzerland,European Mathematical Society Publishing House,Publishers / Scholarly Publishing
Chile,Editorial Nueva Patris,Publishers
China,北京文通天下图书有限公司,Publishers / Literature Publishing
China,北京文通天下图书有限公司,Publishers / Comprehensive Publishing
Japan,株式会社メタモル出版,Publishers / Comprehensive Publishing
Germany,Miniaturbuchverlag Leipzig,Publishers
Other countries,Pt Java Books Indonesia,Publishers
Indonesia,Stanford University Press,Publishers
United States,EDICIONES SECRETARIADO TRINITARIO,Publishers / Comprehensive Publishing
Other countries,Thaiappraisal Foundation,Publishers
Other countries,FOUNTAIN BOOKS,Publishers
Other countries,APD Singapore Pte Ltd,Publishers
United States,The Metropolitan Museum of Art,Publishers
United States,The Oliver Press Inc,Publishers
United States,Alef Design Group,Publishers / Literature Publishing
United States,Lerner Publishing Group,Publishers / Children's Publishing
United States,United States Tennis Association,Publishers
United States,University of Iowa Press,Publishers
United States,Tanglewood Press,Publishers
United States,TFH Publications Inc,Publishers
United States,The Historic New Orleans Collection,Publishers
Germany,Raabe,Publishers / Literature Publishing
Italy,nottetempo Srl,Publishers / Literature Publishing
Japan,株式会社 世界思想社,Publishers / Scholarly Publishing
Japan,株式会社 鷹書房弓プレス,Publishers / Textbook Publishing
Russia,Издательство «ДЕТСТВО-ПРЕСС»,Publishers / Children's Publishing
"Taiwan, China",財團法人國語日報社,Publishers / Comprehensive Publishing
United Kingdom,GULLANE CHILDREN’S BOOKS,Publishers
China,北京华文经典图书有限公司,Publishers / Comprehensive Publishing
Japan,株式会社　霞出版社,Publishers / Social Science Publishing
Japan,誠文堂新光社,Publishers / Comprehensive Publishing
France,HACHETTE LIVRE,Publishers / Comprehensive Publishing
France,Viviane Hamy,Publishers
Germany,Der Schulthess Verlag,Publishers / Scholarly Publishing
Germany,Alligator Farm Verlag,Publishers / Culture & Art Publishing
France,HC EDITIONS,Publishers / Comprehensive Publishing
Russia,"Издательство ""Серафим и София""",Publishers / Children's Publishing
Japan,株式会社　大空社,Publishers / Comprehensive Publishing
Russia,Издательство «Совпадение»,Publishers / Literature Publishing
Japan,株式会社 大隅書店,Publishers / Social Science Publishing
Japan,株式会社 解放出版社,Publishers / Textbook Publishing
Japan,株式会社サンマーク出版,Publishers
Japan,株式会社ランダムハウス講談社,Publishers
China,北京正清文化艺术有限责任公司,Publishers / Comprehensive Publishing
Saint Lucia,SE-EDUCATION Public Company Limited,Publishers
United States,M.E. Sharpe Inc.,Publishers / Comprehensive Publishing
United Kingdom,Eastern Art Publishing,Publishers / Comprehensive Publishing
United States,Art Media Resources,Publishers / Culture & Art Publishing
China,希望出版社,Publishers / Comprehensive Publishing
United States,"Left Coast Press, Inc.",Publishers
China,广州出版社,Publishers
China,宁夏人民教育出版社,Publishers
China,人民教育出版社,Publishers
Japan,株式会社　集英社,Publishers / Comprehensive Publishing
Germany,Mixtvision Verlag,Publishers / Children's Publishing
Korea,㈜기술정보,Publishers
Japan,株式会社 飛鳥新社,Publishers / Comprehensive Publishing
Korea,해피하우스,Publishers
Japan,白地社,Publishers / Culture & Art Publishing
Japan,思想の科学社,Publishers / Social Science Publishing
Korea,한국브리태니커회사,Publishers
Japan,株式会社　松籟社,Publishers / Literature Publishing
China,北京纸飞机文化传播有限公司,Publishers / Children's Publishing
Korea,랭기지플러스,Publishers
China,新华出版社,Publishers / Literature Publishing
China,北京贝贝特出版顾问有限公司,Publishers / Literature Publishing
China,上海合雯文化传播有限公司,Publishers / Comprehensive Publishing
China,海豚传媒,Publishers / Children's Publishing
China,新星出版社,Publishers / Comprehensive Publishing
China,牛津大学出版社,Publishers / Comprehensive Publishing
Japan,ポーラ文化研究所,Publishers / Culture & Art Publishing
Japan,桂書房,Publishers
Russia,ЗЛАТОУСТ (издательство - ЗАО),Publishers / Scholarly Publishing
Ukraine,Издательский дом «Гуманитарный центр»,Publishers / Scholarly Publishing
Spain,APD Singapore Pte Ltd,Publishers
Other countries,Rodale Institute Bookstore,Publishers
Thailand,Vijitha Yapa Bookshop (Pvt) Ltd,Publishers
Other countries,Elm Tree Distributors Pte Ltd,Publishers
United Kingdom,TCZ Studio Pte Ltd,Publishers
Singapore,Preston Corporation Pte Ltd,Publishers
Malaysia,Les Humanoïdes Associés,Publishers
Other countries,Mediatoon Licensing,Publishers
Sri Lanka,URIKYOYUK CO.LTD.,Publishers
Singapore,"Hangilsa Publishing Co., Ltd.",Publishers / Children's Publishing
Singapore,Piper Verlag,Publishers
Singapore,Global Language Books,Publishers
France,Beta Editorial,Publishers / Children's Publishing
France,Editions Milan,Publishers / Children's Publishing
Korea,远足文化事业股份有限公司（八旗文化）,Publishers
Korea,正傳有限公司,Publishers
Germany,儒林圖書有限公司,Publishers / Comprehensive Publishing
United States,William Carey Library,Publishers
United States,Samhain Publishing,Publishers / Literature Publishing
Germany,Kohlhammer-Verlag,Publishers
Germany,hutt. verlag,Publishers
Germany,Deutscher Fachverlag,Publishers
Korea,한국 베가북스 출판사,Publishers / Comprehensive Publishing
United States,Harvard Business Publishing,Publishers / Comprehensive Publishing
United States,Hazelden Publishing,Publishers / Comprehensive Publishing
United Kingdom,CRC Press,Publishers / Comprehensive Publishing
Korea,시그마북스,Publishers / Comprehensive Publishing
Japan,株式会社 アルファポリス,Publishers / Comics Publishing
Korea,랭기지플러스 교제,Publishers / Textbook Publishing
Japan,株式会社マーブルトロン,Publishers / Culture & Art Publishing
Japan,有限会社　ハッピーオウル社,Publishers / Children's Publishing
Japan,株式会社　東京創元社,Publishers / Literature Publishing
Germany,Ravensburger AG,Publishers
Switzerland,Versus Verlag AG,Publishers
Switzerland,Vexer Verlag,Publishers
Switzerland,"Victor Goldschmidt, Basel",Publishers
Switzerland,Waldgut Verlag & Atelier Bodoni,Publishers
Switzerland,Weltwoche ABC-Verlag,Publishers
Switzerland,Wyss Verlag,Publishers
Turkey,Arkeoloji Ve Sanat Yayinlari,Publishers
Turkey,Cep Kitaplari AS,Publishers
Turkey,Metis Yayincilik Ltd,Publishers
Japan,aspect,Publishers / Comprehensive Publishing
Germany,Elisabeth Sandmann Verlag,Publishers
Japan,株式会社 ぶんか社,Publishers / Comprehensive Publishing
Japan,ポット出版（株式会社スタジオ・ポット）,Publishers / Culture & Art Publishing
France,JOCA SERIA (EDITIONS),Publishers / Comprehensive Publishing
Spain,Ediciones Desnivel S.L.,Publishers / Lifestyle Publishing
France,Joseph K,Publishers
Japan,有限会社　東京シューレ出版,Publishers / Textbook Publishing
Germany,Comic Culture Verlag,Publishers / Comics Publishing
Japan,株式会社渓水社,Publishers / Social Science Publishing
Japan,（株）明治書院,Publishers
Japan,さえら書房,Publishers / Children's Publishing
Japan,株式会社 小学館,Publishers / Magazine Publishing
Japan,Teikoku-Shoin Co Ltd,Publishers
Kenya,British Institute in Eastern Africa,Publishers
United States,Wm B Eerdmans Publishing Co,Publishers
Liechtenstein,Liechtensteinverlag,Publishers
China,接力出版社,Publishers / Children's Publishing
"Taiwan, China",尖端出版集团,Publishers / Children's Publishing
Germany,Arena Verlag,Publishers / Children's Publishing
Germany,Egmont Horizont Verlag,Publishers / Children's Publishing
Germany,Esslinger Verlag,Publishers / Children's Publishing
Germany,Lappan Verlag,Publishers / Children's Publishing
Germany,Loewe Verlag,Publishers / Children's Publishing
Germany,Fischer Schatzinsel,Publishers / Children's Publishing
China,山东美术出版社,Publishers / Culture & Art Publishing
Kazakhstan,Жетi жарғы,Publishers / Comprehensive Publishing
China,外语教学与研究出版社,Publishers / Textbook Publishing
Switzerland,Bajazzo Verlag,Publishers / Children's Publishing
Italy,Alcyone Casa Editrice,Publishers / Comprehensive Publishing
Russia,Научное издательство «Большая Российская энциклопе,Publishers / Popular Science Publishing
Germany,Sieben Verlag,Publishers / Literature Publishing
Germany,Lukas Verlag,Publishers / Literature Publishing
Germany,Verlagsgesellschaft Rudolf Müller GmbH & Co. KG,Publishers / Literature Publishing
France,Hachette Livre,Publishers / Comprehensive Publishing
Madagascar,Francinet Ratsimaholy,Publishers / Children's Publishing
Germany,"Nelson Verlag GmbH,XENOS Verlagsgruppe",Publishers / Children's Publishing
Russia,"Издательство ""Крымский мост""",Publishers / Culture & Art Publishing
Russia,Издательство «Кучково поле»,Publishers / Social Science Publishing
Russia,Издательство «Терра»,Publishers / Popular Science Publishing
